"","PRFG.NUMMER","startHours","endHours","startDate","endDate"
"596","BGU32019",579.5,583,"2016-03-03 11:30:00","2016-03-03 15:00:00"
"597","BV000016",579.5,583,"2016-03-03 11:30:00","2016-03-03 15:00:00"
"598","BV000010",576,579.5,"2016-03-03 08:00:00","2016-03-03 11:30:00"
"599","WZ1822",579.5,583,"2016-03-03 11:30:00","2016-03-03 15:00:00"
"600","PH9027",603.5,607,"2016-03-04 11:30:00","2016-03-04 15:00:00"
"601","MW2206-2",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"602","BV000013",603.5,607,"2016-03-04 11:30:00","2016-03-04 15:00:00"
"603","MW0610",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"604","BV000026",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"605","BGU51014",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"606","MW1279",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"607","MW2128",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"608","MW1278",607,610.5,"2016-03-04 15:00:00","2016-03-04 18:30:00"
"609","MW0124",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"610","MW0892",600,603.5,"2016-03-04 08:00:00","2016-03-04 11:30:00"
"611","EI2294",603.5,607,"2016-03-04 11:30:00","2016-03-04 15:00:00"
"612","MW2201",603.5,607,"2016-03-04 11:30:00","2016-03-04 15:00:00"
"613","MW1405",603.5,607,"2016-03-04 11:30:00","2016-03-04 15:00:00"
"614","MW2292",603.5,607,"2016-03-04 11:30:00","2016-03-04 15:00:00"
"615","MW2020",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"616","MW1407",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"617","WZ1824",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"618","MW1628",672,675.5,"2016-03-07 08:00:00","2016-03-07 11:30:00"
"619","MW0038",672,675.5,"2016-03-07 08:00:00","2016-03-07 11:30:00"
"620","BGU35008P1",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"621","BV000002",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"622","WZ0194",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"623","MW1907",672,675.5,"2016-03-07 08:00:00","2016-03-07 11:30:00"
"624","WI000201",672,675.5,"2016-03-07 08:00:00","2016-03-07 11:30:00"
"625","CH6202",672,675.5,"2016-03-07 08:00:00","2016-03-07 11:30:00"
"626","MW0595",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"627","MW0376",675.5,679,"2016-03-07 11:30:00","2016-03-07 15:00:00"
"628","CH0604",703,706.5,"2016-03-08 15:00:00","2016-03-08 18:30:00"
"629","MW1939-2",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"630","MW0135",696,699.5,"2016-03-08 08:00:00","2016-03-08 11:30:00"
"631","MW0037",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"632","MW1914",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"633","MW0084",696,699.5,"2016-03-08 08:00:00","2016-03-08 11:30:00"
"634","MW1147",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"635","MA9511",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"636","MA9504",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"637","MA9512",696,699.5,"2016-03-08 08:00:00","2016-03-08 11:30:00"
"638","MA9502",696,699.5,"2016-03-08 08:00:00","2016-03-08 11:30:00"
"639","MW1939-1",699.5,703,"2016-03-08 11:30:00","2016-03-08 15:00:00"
"640","CH1205",703,706.5,"2016-03-08 15:00:00","2016-03-08 18:30:00"
"641","MW2109",723.5,727,"2016-03-09 11:30:00","2016-03-09 15:00:00"
"642","MW1926",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"643","MW1546",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"644","MW1339",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"645","BGU38017",723.5,727,"2016-03-09 11:30:00","2016-03-09 15:00:00"
"646","MA9517",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"647","BV000014",723.5,727,"2016-03-09 11:30:00","2016-03-09 15:00:00"
"648","BGU32018",723.5,727,"2016-03-09 11:30:00","2016-03-09 15:00:00"
"649","BV000027",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"650","BV000018",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"651","BV440001 ",723.5,727,"2016-03-09 11:30:00","2016-03-09 15:00:00"
"652","MW1396",723.5,727,"2016-03-09 11:30:00","2016-03-09 15:00:00"
"653","WZ0157",720,723.5,"2016-03-09 08:00:00","2016-03-09 11:30:00"
"654","EI1182",751,754.5,"2016-03-10 15:00:00","2016-03-10 18:30:00"
"655","MA9503",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"656","BGU42011",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"657","BV000024",747.5,751,"2016-03-10 11:30:00","2016-03-10 15:00:00"
"658","BV000103",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"659","MW0357",747.5,751,"2016-03-10 11:30:00","2016-03-10 15:00:00"
"660","MW0510",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"661","MW0850",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"662","EI3881",747.5,751,"2016-03-10 11:30:00","2016-03-10 15:00:00"
"663","MW0139",747.5,751,"2016-03-10 11:30:00","2016-03-10 15:00:00"
"664","MW2098",747.5,751,"2016-03-10 11:30:00","2016-03-10 15:00:00"
"665","MW0136",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"666","MW1931",744,747.5,"2016-03-10 08:00:00","2016-03-10 11:30:00"
"667","MW0102",768,771.5,"2016-03-11 08:00:00","2016-03-11 11:30:00"
"668","BV000020",768,771.5,"2016-03-11 08:00:00","2016-03-11 11:30:00"
"669","MW2021",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"670","BV000017",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"671","BGU44011P1",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"672","MW1012",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"673","MW1408",768,771.5,"2016-03-11 08:00:00","2016-03-11 11:30:00"
"674","MW1927",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"675","MW0010",768,771.5,"2016-03-11 08:00:00","2016-03-11 11:30:00"
"676","WZ0145",768,771.5,"2016-03-11 08:00:00","2016-03-11 11:30:00"
"677","IN8013",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"678","WZ1821",771.5,775,"2016-03-11 11:30:00","2016-03-11 15:00:00"
"679","BGU38015",840,843.5,"2016-03-14 08:00:00","2016-03-14 11:30:00"
"680","WZ4136",1008,1011.5,"2016-03-21 08:00:00","2016-03-21 11:30:00"
"681","WZ5247",1011.5,1015,"2016-03-21 11:30:00","2016-03-21 15:00:00"
"682","MW1586",1008,1011.5,"2016-03-21 08:00:00","2016-03-21 11:30:00"
"683","CH2108",1015,1018.5,"2016-03-21 15:00:00","2016-03-21 18:30:00"
"684","MW1915",1011.5,1015,"2016-03-21 11:30:00","2016-03-21 15:00:00"
"685","MW2126",1011.5,1015,"2016-03-21 11:30:00","2016-03-21 15:00:00"
"686","CH0383",1011.5,1015,"2016-03-21 11:30:00","2016-03-21 15:00:00"
"687","CH0125",1008,1011.5,"2016-03-21 08:00:00","2016-03-21 11:30:00"
"688","WZ5326",1011.5,1015,"2016-03-21 11:30:00","2016-03-21 15:00:00"
"689","MW1917",1032,1035.5,"2016-03-22 08:00:00","2016-03-22 11:30:00"
"690","MW0058",1032,1035.5,"2016-03-22 08:00:00","2016-03-22 11:30:00"
"691","MW2131",1035.5,1039,"2016-03-22 11:30:00","2016-03-22 15:00:00"
"692","MW0104",1035.5,1039,"2016-03-22 11:30:00","2016-03-22 15:00:00"
"693","CH0591",1032,1035.5,"2016-03-22 08:00:00","2016-03-22 11:30:00"
"694","CH0115",1032,1035.5,"2016-03-22 08:00:00","2016-03-22 11:30:00"
"695","WZ3109",1035.5,1039,"2016-03-22 11:30:00","2016-03-22 15:00:00"
"696","WZ0146",1032,1035.5,"2016-03-22 08:00:00","2016-03-22 11:30:00"
"697","WZ5020",1032,1035.5,"2016-03-22 08:00:00","2016-03-22 11:30:00"
"698","MW0993",1056,1059.5,"2016-03-23 08:00:00","2016-03-23 11:30:00"
"699","MW1929",1056,1059.5,"2016-03-23 08:00:00","2016-03-23 11:30:00"
"700","WI000213",1080,1083.5,"2016-03-24 08:00:00","2016-03-24 11:30:00"
"701","MW1923",1080,1083.5,"2016-03-24 08:00:00","2016-03-24 11:30:00"
"702","MW0028",1080,1083.5,"2016-03-24 08:00:00","2016-03-24 11:30:00"
"703","MW0832",1080,1083.5,"2016-03-24 08:00:00","2016-03-24 11:30:00"
"704","PH9002",1087,1090.5,"2016-03-24 15:00:00","2016-03-24 18:30:00"
"705","CH0263",1083.5,1087,"2016-03-24 11:30:00","2016-03-24 15:00:00"
"706","MW0129",1083.5,1087,"2016-03-24 11:30:00","2016-03-24 15:00:00"
"707","CH5002",1175,1178.5,"2016-03-28 08:00:00","2016-03-28 11:30:00"
"708","WZ5294",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"709","IN2126",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"710","WZ2044",1199,1202.5,"2016-03-29 08:00:00","2016-03-29 11:30:00"
"711","MA2501",1199,1202.5,"2016-03-29 08:00:00","2016-03-29 11:30:00"
"712","IN2092",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"713","PH9009",1199,1202.5,"2016-03-29 08:00:00","2016-03-29 11:30:00"
"714","MW0612",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"715","MW1924",1199,1202.5,"2016-03-29 08:00:00","2016-03-29 11:30:00"
"716","IN0001",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"717","MA3303",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"718","PH2041",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"719","MW0097",1199,1202.5,"2016-03-29 08:00:00","2016-03-29 11:30:00"
"720","PH9101",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"721","MA3403",1199,1202.5,"2016-03-29 08:00:00","2016-03-29 11:30:00"
"722","EI0302",1202.5,1206,"2016-03-29 11:30:00","2016-03-29 15:00:00"
"723","MW0119",1230,1233.5,"2016-03-30 15:00:00","2016-03-30 18:30:00"
"724","WZ1446",1230,1233.5,"2016-03-30 15:00:00","2016-03-30 18:30:00"
"725","WZ5151",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"726","WZ5081",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"727","WZ5200",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"728","MA1001(v1)",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"729","CH0116",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"730","PH1001",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"731","MA9411",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"732","MA4401",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"733","CH5032",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"734","MA9204",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"735","MA9711",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"736","MA1001(v2)",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"737","IN0037",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"738","MA1001",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"739","MW2156",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"740","MW0050",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"741","WZ0141",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"742","MA2503",1230,1233.5,"2016-03-30 15:00:00","2016-03-30 18:30:00"
"743","MA4405",1223,1226.5,"2016-03-30 08:00:00","2016-03-30 11:30:00"
"744","IN2021",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"745","MW2132",1226.5,1230,"2016-03-30 11:30:00","2016-03-30 15:00:00"
"746","MA9951",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"747","MA9201",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"748","WZ5029",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"749","WZ1447",1254,1257.5,"2016-03-31 15:00:00","2016-03-31 18:30:00"
"750","WZ5010",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"751","WZ5309",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"752","IN2016",1250.5,1254,"2016-03-31 11:30:00","2016-03-31 15:00:00"
"753","MW0006",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"754","PH0016",1250.5,1254,"2016-03-31 11:30:00","2016-03-31 15:00:00"
"755","CH0648",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"756","MA5415",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"757","PH2155",1250.5,1254,"2016-03-31 11:30:00","2016-03-31 15:00:00"
"758","IN0004",1250.5,1254,"2016-03-31 11:30:00","2016-03-31 15:00:00"
"759","PH2043",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"760","MW1920",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"761","IN1503",1250.5,1254,"2016-03-31 11:30:00","2016-03-31 15:00:00"
"762","IN2028",1250.5,1254,"2016-03-31 11:30:00","2016-03-31 15:00:00"
"763","IN2060",1254,1257.5,"2016-03-31 15:00:00","2016-03-31 18:30:00"
"764","MA2004",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"765","MA3601",1254,1257.5,"2016-03-31 15:00:00","2016-03-31 18:30:00"
"766","EI0308",1247,1250.5,"2016-03-31 08:00:00","2016-03-31 11:30:00"
"767","CH0128",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"768","WZ2613",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"769","WZ0156",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"770","WZ5292",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"771","IN2189",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"772","WZ5075",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"773","WZ5161",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"774","IN2259",1278,1281.5,"2016-04-01 15:00:00","2016-04-01 18:30:00"
"775","MW0688",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"776","MW0134",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"777","IN2067",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"778","MA3451",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"779","IN0031",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"780","PH0014",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"781","PH0017",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"782","IN0021",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"783","MA2101",1278,1281.5,"2016-04-01 15:00:00","2016-04-01 18:30:00"
"784","MW1930",1274.5,1278,"2016-04-01 11:30:00","2016-04-01 15:00:00"
"785","CH0105",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"786","MA1304",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"787","EI0006",1271,1274.5,"2016-04-01 08:00:00","2016-04-01 11:30:00"
"788","MA4303",1295,1298.5,"2016-04-02 08:00:00","2016-04-02 11:30:00"
"789","IN0008",1298.5,1302,"2016-04-02 11:30:00","2016-04-02 15:00:00"
"790","IN0003",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"791","SG5021801",1350,1353.5,"2016-04-04 15:00:00","2016-04-04 18:30:00"
"792","MA3001",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"793","MA1101(v1)",1350,1353.5,"2016-04-04 15:00:00","2016-04-04 18:30:00"
"794","PH0006",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"795","MA9409",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"796","CH0113",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"797","CH1091",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"798","PH1002",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"799","IN2089",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"800","MA3305",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"801","WZ5004",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"802","WZ2179",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"803","WZ0143",1350,1353.5,"2016-04-04 15:00:00","2016-04-04 18:30:00"
"804","IN8003",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"805","PH9017",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"806","SP502101",1346.5,1350,"2016-04-04 11:30:00","2016-04-04 15:00:00"
"807","MA1101",1350,1353.5,"2016-04-04 15:00:00","2016-04-04 18:30:00"
"808","MA1101(v2)",1350,1353.5,"2016-04-04 15:00:00","2016-04-04 18:30:00"
"809","MA3411",1350,1353.5,"2016-04-04 15:00:00","2016-04-04 18:30:00"
"810","EI0306",1343,1346.5,"2016-04-04 08:00:00","2016-04-04 11:30:00"
"811","IN0015",1370.5,1374,"2016-04-05 11:30:00","2016-04-05 15:00:00"
"812","PH0003",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"813","PH0019",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"814","MW1123",1370.5,1374,"2016-04-05 11:30:00","2016-04-05 15:00:00"
"815","IN2026",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"816","WZ0009",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"817","WZ0135",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"818","IN2064",1370.5,1374,"2016-04-05 11:30:00","2016-04-05 15:00:00"
"819","MA3701",1374,1377.5,"2016-04-05 15:00:00","2016-04-05 18:30:00"
"820","WZ5298",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"821","CH0104",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"822","WZ2006",1370.5,1374,"2016-04-05 11:30:00","2016-04-05 15:00:00"
"823","MA1401",1370.5,1374,"2016-04-05 11:30:00","2016-04-05 15:00:00"
"824","MA9202",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"825","EI0309",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"826","IN0033",1367,1370.5,"2016-04-05 08:00:00","2016-04-05 11:30:00"
"827","MA2003",1391,1394.5,"2016-04-06 08:00:00","2016-04-06 11:30:00"
"828","CH61021",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"829","IN2157",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"830","IN2081",1398,1401.5,"2016-04-06 15:00:00","2016-04-06 18:30:00"
"831","WZ0607",1391,1394.5,"2016-04-06 08:00:00","2016-04-06 11:30:00"
"832","PH1007",1391,1394.5,"2016-04-06 08:00:00","2016-04-06 11:30:00"
"833","CH0127",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"834","IN0009",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"835","IN8005",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"836","CH1020",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"837","PH9011",1398,1401.5,"2016-04-06 15:00:00","2016-04-06 18:30:00"
"838","SP502800",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"839","MA3502",1398,1401.5,"2016-04-06 15:00:00","2016-04-06 18:30:00"
"840","IN2258",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"841","IN2105",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"842","IN2062",1391,1394.5,"2016-04-06 08:00:00","2016-04-06 11:30:00"
"843","EI0007",1391,1394.5,"2016-04-06 08:00:00","2016-04-06 11:30:00"
"844","EI0307",1394.5,1398,"2016-04-06 11:30:00","2016-04-06 15:00:00"
"845","WZ5175",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"846","IN2005",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"847","IN2133",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"848","CH5143",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"849","WZ0013",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"850","IN2078",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"851","MA2404",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"852","WZ0162",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"853","CH0118",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"854","IN0002",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"855","PH0001",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"856","PH9018",1422,1425.5,"2016-04-07 15:00:00","2016-04-07 18:30:00"
"857","MA0902",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"858","WZ5015",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"859","MA3503",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"860","SP502120",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"861","MA9611",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"862","WZ2519",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"863","MA3082",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"864","IN2085",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"865","IN0034",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"866","CH0101",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"867","IN8008",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"868","MA3703",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"869","PH2057",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"870","WZ0142-1",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"871","MA2203",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"872","WZ1820",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"873","WZ5282",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"874","IN2012",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"875","CH0119",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"876","MA5417",1463,1466.5,"2016-04-09 08:00:00","2016-04-09 11:30:00"
"877","MA3005",1463,1466.5,"2016-04-09 08:00:00","2016-04-09 11:30:00"
